hd36395.fit
5780. 3.94 50.
5830. 3.99 50.
5880. 4.36 50.
5930. 4.19 50.
5980. 4.08 50.
6030. 3.95 50.
6080. 3.87 50.
6130. 3.84 50.
6180. 4.02 50.
6230. 4.27 50.
6280. 4.08 50.
6330. 3.80 50.
6380. 3.85 50.
6430. 3.65 50.
6480. 3.55 50.
6530. 3.47 50.
6580. 3.51 50.
6630. 3.57 50.
6680. 3.68 50.
6730. 3.76 50.
6780. 3.74 50.
6830. 3.77 50.
6880. 3.90 50.
6930. 3.57 50.
6980. 3.44 50.
7030. 3.30 50.
7080. 3.34 50.
7130. 3.63 50.
7180. 3.53 50.
7230. 3.37 50.
7280. 3.28 50.
7330. 3.17 50.
7380. 3.05 50.
7430. 3.03 50.
7480. 2.99 50.
7530. 2.98 50.
7580. 2.98 50.
7630. 3.86 50.
7680. 3.16 50.
7730. 3.06 50.
7780. 3.07 50.
7830. 3.07 50.
7880. 3.02 50.
7930. 2.99 50.
7980. 2.96 50.
8030. 2.94 50.
8080. 2.91 50.
8130. 2.92 50.
8180. 3.06 50.
8230. 3.04 50.
8280. 2.95 50.
8330. 2.98 50.
8380. 2.98 50.
8430. 2.97 50.
8480. 2.94 50.
8530. 2.97 50.
8580. 2.93 50.
8630. 2.91 50.
8680. 2.94 50.
8730. 2.93 50.
8780. 2.92 50.
8830. 2.93 50.
8880. 2.93 50.
8930. 2.93 50.
8980. 3.01 50.
9030. 3.02 50.
9080. 3.00 50.
9130. 2.97 50.
9180. 3.00 50.
9230. 2.92 50.
9280. 3.03 50.
9330. 3.32 50.
9380. 3.44 50.
9430. 3.34 50.
9480. 3.32 50.
9530. 3.27 50.
