hd19285.fit
5780. 3.27 50.
5830. 3.41 50.
5880. 3.91 50.
5930. 3.93 50.
5980. 3.66 50.
6030. 3.37 50.
6080. 3.07 50.
6130. 2.91 50.
6180. 3.73 50.
6230. 3.85 50.
6280. 3.52 50.
6330. 3.06 50.
6380. 2.75 50.
6430. 2.76 50.
6480. 2.51 50.
6530. 2.42 50.
6580. 2.61 50.
6630. 2.74 50.
6680. 2.88 50.
6730. 3.11 50.
6780. 2.75 50.
6830. 2.63 50.
6880. 2.54 50.
6930. 2.22 50.
6980. 1.79 50.
7030. 1.69 50.
7080. 2.41 50.
7130. 2.75 50.
7180. 2.60 50.
7230. 2.29 50.
7280. 1.90 50.
7330. 1.47 50.
7380. 1.21 50.
7430. 1.13 50.
7480. 1.05 50.
7530. 0.98 50.
7580. 0.96 50.
7630. 1.99 50.
7680. 1.85 50.
7730. 1.57 50.
7780. 1.52 50.
7830. 1.39 50.
7880. 1.26 50.
7930. 1.19 50.
7980. 1.04 50.
8030. 0.96 50.
8080. 0.82 50.
8130. 0.72 50.
8180. 0.72 50.
8230. 0.83 50.
8280. 0.78 50.
8330. 0.78 50.
8380. 0.80 50.
8430. 0.82 50.
8480. 1.03 50.
8530. 0.96 50.
8580. 0.81 50.
8630. 0.67 50.
8680. 0.67 50.
8730. 0.52 50.
8780. 0.48 50.
8830. 0.44 50.
8880. 0.64 50.
8930. 0.50 50.
8980. 0.53 50.
9030. 0.48 50.
9080. 0.37 50.
9130. 0.32 50.
9180. 0.34 50.
9230. 0.29 50.
9280. 0.34 50.
9330. 0.64 50.
9380. 0.65 50.
9430. 0.57 50.
9480. 0.47 50.
9530. 0.39 50.
