hd3651.fit
5820. 1.78 50.
5870. 2.00 50.
5920. 1.99 50.
5970. 1.98 50.
6020. 2.02 50.
6070. 1.97 50.
6120. 2.00 50.
6170. 2.01 50.
6220. 1.98 50.
6270. 1.98 50.
6320. 1.99 50.
6370. 1.93 50.
6420. 1.95 50.
6470. 1.93 50.
6520. 1.91 50.
6570. 1.95 50.
6620. 1.89 50.
6670. 1.89 50.
6720. 1.90 50.
6770. 1.88 50.
6820. 1.87 50.
6870. 2.18 50.
6920. 1.91 50.
6970. 1.88 50.
7020. 1.89 50.
7070. 1.87 50.
7120. 1.87 50.
7170. 1.89 50.
7220. 1.89 50.
7270. 1.88 50.
7320. 1.88 50.
7370. 1.85 50.
7420. 1.89 50.
7470. 1.85 50.
7520. 1.86 50.
7570. 1.86 50.
7620. 2.33 50.
7670. 1.96 50.
7720. 1.85 50.
7770. 1.83 50.
7820. 1.83 50.
7870. 1.84 50.
7920. 1.87 50.
7970. 1.85 50.
8020. 1.84 50.
8070. 1.86 50.
8120. 1.87 50.
8170. 1.90 50.
8220. 1.92 50.
8270. 1.87 50.
8320. 1.90 50.
8370. 1.88 50.
8420. 1.89 50.
8470. 1.89 50.
8520. 1.90 50.
8570. 1.89 50.
8620. 1.91 50.
8670. 1.96 50.
8720. 1.90 50.
8770. 1.91 50.
8820. 1.91 50.
8870. 1.92 50.
8920. 1.91 50.
8970. 1.95 50.
9020. 2.02 50.
9070. 1.97 50.
9120. 1.98 50.
9170. 2.01 50.
9220. 2.00 50.
9270. 1.98 50.
9320. 2.17 50.
9370. 2.26 50.
9420. 2.18 50.
9470. 2.16 50.
9520. 2.15 50.
