hd26690.fit
       5804.0000       1.3674321      50.0000
       5854.0000       1.4836885      50.0000
       5904.0000       1.4747775      50.0000
       5954.0000       1.4882738      50.0000
       6004.0000       1.5127087      50.0000
       6054.0000       1.4959552      50.0000
       6104.0000       1.5094956      50.0000
       6154.0000       1.5336207      50.0000
       6204.0000       1.5111112      50.0000
       6254.0000       1.5469271      50.0000
       6304.0000       1.5589596      50.0000
       6354.0000       1.5273390      50.0000
       6404.0000       1.5402066      50.0000
       6454.0000       1.5376458      50.0000
       6504.0000       1.5173126      50.0000
       6554.0000       1.7018849      50.0000
       6604.0000       1.5169928      50.0000
       6654.0000       1.4961226      50.0000
       6704.0000       1.4973865      50.0000
       6754.0000       1.4992515      50.0000
       6804.0000       1.5003340      50.0000
       6854.0000       1.4910675      50.0000
       6904.0000       1.5583894      50.0000
       6954.0000       1.4768593      50.0000
       7004.0000       1.4898078      50.0000
       7054.0000       1.4622800      50.0000
       7104.0000       1.4562155      50.0000
       7154.0000       1.4690851      50.0000
       7204.0000       1.5362873      50.0000
       7254.0000       1.4989250      50.0000
       7304.0000       1.4943184      50.0000
       7354.0000       1.4602121      50.0000
       7404.0000       1.4586752      50.0000
       7454.0000       1.4470835      50.0000
       7504.0000       1.4540568      50.0000
       7554.0000       1.4574220      50.0000
       7604.0000       2.7075323      50.0000
       7654.0000       1.7324061      50.0000
       7704.0000       1.4726267      50.0000
       7754.0000       1.4608705      50.0000
       7804.0000       1.4559092      50.0000
       7854.0000       1.4715129      50.0000
       7904.0000       1.4750637      50.0000
       7954.0000       1.4699646      50.0000
       8004.0000       1.4943559      50.0000
       8054.0000       1.5106491      50.0000
       8104.0000       1.5233322      50.0000
       8154.0000       1.5804909      50.0000
       8204.0000       1.5759692      50.0000
       8254.0000       1.5831890      50.0000
       8304.0000       1.5992614      50.0000
       8354.0000       1.5881809      50.0000
       8404.0000       1.6012102      50.0000
       8454.0000       1.6089777      50.0000
       8504.0000       1.6853445      50.0000
       8554.0000       1.6787361      50.0000
       8604.0000       1.6905795      50.0000
       8654.0000       1.7406926      50.0000
       8704.0000       1.6886538      50.0000
       8754.0000       1.7986322      50.0000
       8804.0000       1.7449017      50.0000
       8854.0000       1.8293033      50.0000
       8904.0000       1.7927804      50.0000
       8954.0000       1.8512199      50.0000
       9004.0000       2.0195428      50.0000
       9054.0000       1.9309094      50.0000
       9104.0000       1.9915754      50.0000
       9154.0000       2.0256442      50.0000
       9204.0000       1.9995930      50.0000
       9254.0000       2.0565940      50.0000
       9304.0000       2.1975140      50.0000
       9354.0000       2.4381619      50.0000
       9404.0000       2.2823734      50.0000
       9454.0000       2.3963781      50.0000
       9504.0000       2.4195358      50.0000
