hd44743.fit
5784. -1.56 50.
5834. -1.31 50.
5884. -1.29 50.
5934. -1.27 50.
5984. -1.25 50.
6034. -1.24 50.
6084. -1.21 50.
6134. -1.19 50.
6184. -1.19 50.
6234. -1.17 50.
6284. -1.12 50.
6334. -1.14 50.
6384. -1.13 50.
6434. -1.11 50.
6484. -1.08 50.
6534. -1.07 50.
6584. -1.05 50.
6634. -1.05 50.
6684. -0.97 50.
6734. -1.01 50.
6784. -0.99 50.
6834. -0.99 50.
6884. -0.89 50.
6934. -0.94 50.
6984. -0.94 50.
7034. -0.92 50.
7084. -0.92 50.
7134. -0.91 50.
7184. -0.82 50.
7234. -0.82 50.
7284. -0.80 50.
7334. -0.84 50.
7384. -0.84 50.
7434. -0.83 50.
7484. -0.82 50.
7534. -0.80 50.
7584. -0.77 50.
7634. -0.13 50.
7684. -0.73 50.
7734. -0.75 50.
7784. -0.74 50.
7834. -0.73 50.
7884. -0.71 50.
7934. -0.70 50.
7984. -0.69 50.
8034. -0.69 50.
8084. -0.67 50.
8134. -0.63 50.
8184. -0.58 50.
8234. -0.53 50.
8284. -0.58 50.
8334. -0.60 50.
8384. -0.62 50.
8434. -0.61 50.
8484. -0.62 50.
8534. -0.62 50.
8584. -0.61 50.
8634. -0.64 50.
8684. -0.62 50.
8734. -0.61 50.
8784. -0.62 50.
8834. -0.62 50.
8884. -0.59 50.
8934. -0.62 50.
8984. -0.52 50.
9034. -0.54 50.
9084. -0.52 50.
9134. -0.52 50.
9184. -0.57 50.
9234. -0.44 50.
9284. -0.52 50.
9334. -0.16 50.
9384. -0.19 50.
9434. -0.27 50.
9484. -0.25 50.
9534. -0.19 50.
